,metros_cubiertos,dormitorios,antiguedad,ambientes,precio
889,189.0,3.0,0.0,4.0,155000.0
890,270.0,4.0,0.0,5.0,158000.0
891,68.0,2.0,50.0,3.0,89990.0
892,80.0,2.0,0.0,3.0,285000.0
893,68.0,2.0,0.0,3.0,219400.0
894,56.0,2.0,0.0,3.0,155000.0
895,100.0,3.0,0.0,4.0,219000.0
896,52.0,2.0,0.0,3.0,125000.0
897,104.0,2.0,0.0,4.0,175000.0
898,196.0,3.0,0.0,5.0,580000.0
899,165.0,3.0,0.0,4.0,298000.0
900,100.0,2.0,0.0,4.0,165000.0
901,86.0,3.0,0.0,4.0,205000.0
902,26.0,0.0,50.0,1.0,60000.0
903,180.0,3.0,0.0,5.0,310000.0
904,185.0,3.0,0.0,4.0,310000.0
905,95.0,2.0,0.0,3.0,390000.0
906,58.0,2.0,8.0,3.0,126000.0
907,269.0,3.0,0.0,4.0,439000.0
908,55.0,2.0,40.0,3.0,145000.0
909,34.0,0.0,0.0,1.0,89942.0
910,46.0,1.0,40.0,2.0,89000.0
911,63.0,3.0,60.0,4.0,109000.0
912,56.0,2.0,0.0,3.0,158000.0
913,150.0,3.0,43.0,4.0,409000.0
914,138.0,4.0,20.0,5.0,389000.0
915,113.0,3.0,50.0,4.0,345000.0
916,38.0,1.0,45.0,2.0,59500.0
917,127.0,3.0,13.0,4.0,375000.0
918,99.0,3.0,55.0,5.0,198000.0
919,70.0,3.0,0.0,4.0,35000.0
920,72.0,2.0,50.0,3.0,109000.0
921,66.0,2.0,30.0,3.0,260000.0
922,48.0,2.0,0.0,3.0,95000.0
923,63.0,1.0,0.0,2.0,240000.0
924,31.0,0.0,10.0,1.0,53000.0
925,420.0,3.0,0.0,6.0,590000.0
926,160.0,5.0,0.0,6.0,162000.0
927,300.0,3.0,0.0,4.0,448000.0
928,58.0,2.0,0.0,3.0,130000.0
929,102.0,3.0,0.0,4.0,210000.0
930,52.0,2.0,50.0,3.0,95000.0
931,59.0,2.0,50.0,3.0,86000.0
932,80.0,2.0,0.0,3.0,265000.0
933,210.0,6.0,0.0,7.0,450000.0
934,100.0,3.0,0.0,4.0,270000.0
935,45.0,1.0,6.0,2.0,120000.0
936,82.0,3.0,52.0,4.0,179000.0
937,0.0,4.0,0.0,0.0,315000.0
938,268.0,7.0,0.0,9.0,500000.0
939,31.0,1.0,60.0,2.0,60000.0
940,340.0,5.0,0.0,6.0,265000.0
941,42.0,2.0,0.0,3.0,115000.0
942,105.0,3.0,35.0,4.0,299000.0
943,120.0,3.0,0.0,5.0,249000.0
944,80.0,2.0,0.0,3.0,135000.0
945,66.0,2.0,0.0,3.0,219000.0
946,70.0,2.0,6.0,3.0,159900.0
947,92.0,2.0,0.0,3.0,256000.0
948,50.0,1.0,1.0,2.0,151551.0
949,30.0,0.0,0.0,1.0,107000.0
950,180.0,5.0,0.0,6.0,215000.0
951,37.0,0.0,0.0,1.0,64000.0
952,26.0,1.0,18.0,1.0,49000.0
953,136.0,3.0,40.0,4.0,320000.0
954,30.0,1.0,0.0,2.0,53000.0
955,281.0,3.0,0.0,5.0,385000.0
956,80.0,3.0,45.0,4.0,200000.0
957,80.0,3.0,45.0,4.0,200000.0
958,96.0,3.0,45.0,4.0,190000.0
959,110.0,3.0,0.0,4.0,245000.0
960,71.0,2.0,0.0,3.0,89000.0
961,36.0,1.0,37.0,2.0,65000.0
962,45.0,0.0,25.0,1.0,85000.0
963,37.0,1.0,56.0,2.0,59000.0
964,45.0,1.0,13.0,2.0,118000.0
965,77.0,0.0,0.0,0.0,59900.0
966,0.0,1.0,0.0,2.0,54000.0
967,85.0,3.0,45.0,4.0,198000.0
968,154.0,2.0,13.0,3.0,380000.0
969,105.0,2.0,40.0,3.0,279000.0
970,113.0,3.0,43.0,4.0,179000.0
971,102.0,3.0,50.0,4.0,128000.0
972,125.0,2.0,0.0,3.0,190000.0
973,150.0,3.0,0.0,5.0,275000.0
974,186.0,3.0,0.0,5.0,390000.0
975,115.0,2.0,0.0,0.0,140000.0
976,244.0,2.0,0.0,4.0,250000.0
977,82.0,2.0,0.0,3.0,85000.0
978,100.0,2.0,70.0,3.0,275000.0
979,46.0,1.0,40.0,2.0,68000.0
980,187.0,3.0,0.0,5.0,400000.0
981,54.0,1.0,0.0,2.0,95000.0
982,60.0,2.0,40.0,3.0,143000.0
983,58.0,2.0,50.0,3.0,158000.0
984,71.0,2.0,0.0,3.0,122000.0
985,173.0,3.0,0.0,5.0,459000.0
986,94.0,3.0,48.0,7.0,98000.0
987,58.0,1.0,0.0,2.0,187000.0
988,42.0,1.0,40.0,2.0,97000.0
989,0.0,2.0,40.0,3.0,79500.0
990,43.0,1.0,0.0,2.0,82000.0
991,71.0,2.0,20.0,3.0,139000.0
992,100.0,3.0,35.0,4.0,250000.0
993,138.0,3.0,35.0,4.0,360000.0
994,75.0,2.0,13.0,3.0,235000.0
995,35.0,0.0,0.0,1.0,65000.0
996,56.0,2.0,5.0,3.0,99000.0
997,62.0,3.0,0.0,4.0,145000.0
998,124.0,3.0,8.0,4.0,670000.0
999,88.0,2.0,0.0,3.0,239000.0
1000,65.0,2.0,5.0,3.0,198000.0
1001,61.0,2.0,0.0,3.0,130000.0
1002,70.0,2.0,12.0,3.0,165000.0
1003,0.0,0.0,0.0,0.0,59000.0
1004,67.0,3.0,33.0,4.0,139900.0
1005,37.0,1.0,43.0,2.0,55000.0
1006,84.0,3.0,3.0,4.0,299000.0
1007,32.0,1.0,0.0,2.0,53000.0
1008,87.0,3.0,0.0,4.0,185000.0
1009,68.0,2.0,43.0,3.0,144900.0
1010,43.0,1.0,20.0,2.0,110000.0
1011,125.0,3.0,130.0,4.0,325000.0
1012,68.0,2.0,40.0,3.0,88000.0
1013,51.0,2.0,40.0,3.0,88000.0
1014,47.0,2.0,65.0,3.0,77700.0
1015,32.0,1.0,35.0,2.0,75000.0
1016,44.0,1.0,0.0,2.0,178000.0
1017,27.0,0.0,50.0,1.0,50000.0
1018,62.0,2.0,2.0,3.0,128000.0
1019,240.0,4.0,0.0,5.0,520000.0
1020,59.0,1.0,40.0,2.0,110000.0
1021,47.0,1.0,15.0,2.0,127000.0
1022,122.0,2.0,0.0,3.0,560000.0
1023,79.0,3.0,45.0,4.0,170000.0
1024,0.0,0.0,0.0,1.0,73100.0
1025,0.0,2.0,8.0,3.0,169000.0
1026,44.0,1.0,35.0,5.0,35000.0
1027,32.0,0.0,0.0,1.0,69800.0
1028,0.0,1.0,0.0,0.0,118698.0
1029,116.0,3.0,3.0,4.0,352000.0
1030,73.0,2.0,3.0,3.0,140000.0
1031,38.0,1.0,45.0,2.0,77000.0
1032,0.0,1.0,0.0,2.0,110000.0
